Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00692,"Toute la correspondance créée ou reçue du 1er janvier 1982 au 15 avril 1985 entre AADNC et la Première Nation de Constance Lake au sujet de la négociation, de la rédaction et de la signature d’un contrat de location avec Lecours Lumber Co.Limited.",Communication totale,15,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00692,"Toute la correspondance créée ou reçue du 1er janvier 1982 au 15 avril 1985 entre AADNC et la Première Nation de Constance Lake au sujet de la négociation, de la rédaction et de la signature d’un contrat de location avec Lecours Lumber Co.Limited.",Communication totale,15,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00828,"Tous les rapports financiers annuels des conseils régionaux de la Saskatchewan ainsi que de la fédération des Nations indiennes de la Saskatchewan pour les deux derniers exercices financiers, soit 2010-2011 et 2011-2012.",Communication partielle,770,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00828,"Tous les rapports financiers annuels des conseils régionaux de la Saskatchewan ainsi que de la fédération des Nations indiennes de la Saskatchewan pour les deux derniers exercices financiers, soit 2010-2011 et 2011-2012.",Communication partielle,770,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00861,"Tous les documents et toute la correspondance concernant le fonds en fiducie relativement à la réserve de Sainte-Croix, au Nouveau-Brunswick.",Communication partielle,109,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00861,"Tous les documents et toute la correspondance concernant le fonds en fiducie relativement à la réserve de Sainte-Croix, au Nouveau-Brunswick.",Communication partielle,109,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00867,"Tous les documents et l’intégralité de la correspondance concernant le fonds en fiducie relativement à la réserve indienne de Canoose, au Nouveau-Brunswick.",Communication partielle,63,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00867,"Tous les documents et l’intégralité de la correspondance concernant le fonds en fiducie relativement à la réserve indienne de Canoose, au Nouveau-Brunswick.",Communication partielle,63,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00905,"Les notes ministérielles d’information, les ordres du jour et les comptes rendus d’AINC en lien avec la crise amérindienne d’Oka du 12 juillet 1990 au 26 juillet 1990.",Communication totale,76,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00905,"Les notes ministérielles d’information, les ordres du jour et les comptes rendus d’AINC en lien avec la crise amérindienne d’Oka du 12 juillet 1990 au 26 juillet 1990.",Communication totale,76,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00983,Tous les documents relatifs à l’octroi à la société Franklin Petroleum d’un permis d’exploration extracôtière visant la mer de Beaufort.,Communication partielle,237,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00983,Tous les documents relatifs à l’octroi à la société Franklin Petroleum d’un permis d’exploration extracôtière visant la mer de Beaufort.,Communication partielle,237,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-00990,"Toutes les observations se rapportant à l’examen du programme Aliments-poste reçues par le ministre, le personnel du ministre et les fonctionnaires d’AINC/AADNC du 1er janvier 2005 au 17 octobre 2012, ainsi que les réponses à ces observations fournies par le ministre et ses fonctionnaires pour cette même période.",Communication partielle,675,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-00990,"Toutes les observations se rapportant à l’examen du programme Aliments-poste reçues par le ministre, le personnel du ministre et les fonctionnaires d’AINC/AADNC du 1er janvier 2005 au 17 octobre 2012, ainsi que les réponses à ces observations fournies par le ministre et ses fonctionnaires pour cette même période.",Communication partielle,675,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01092,"L’information suivante concernant la bande du village d’Old Masset :

 1) États financiers vérifiés de la bande : 2003 à 2012;
 2) États financiers du bureau de développement économique de la bande : 2003 à 2012;
 3) Résolutions du conseil de la bande en matière de finances : 2003 à 2012.
 4) Grand livre général de la bande : de 2010 jusqu’à présent.
 5) Documents financiers relatifs au compte de revenus de la bande : 2010 à 2012.
 6) Documents financiers relatifs au compte de capital de la bande : 2010 à 2012.
 7) Rémunération annuelle des conseillers de la bande, de l’administrateur, du contrôleur, de l’administrateur du programme et de l’agent de développement économique de la bande.",Aucune communication (exclusion),0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01092,"L’information suivante concernant la bande du village d’Old Masset :  1) États financiers vérifiés de la bande : 2003 à 2012; 2) États financiers du bureau de développement économique de la bande : 2003 à 2012; 3) Résolutions du conseil de la bande en matière de finances : 2003 à 2012. 4) Grand livre général de la bande : de 2010 jusqu’à présent. 5) Documents financiers relatifs au compte de revenus de la bande : 2010 à 2012. 6) Documents financiers relatifs au compte de capital de la bande : 2010 à 2012. 7) Rémunération annuelle des conseillers de la bande, de l’administrateur, du contrôleur, de l’administrateur du programme et de l’agent de développement économique de la bande.",Aucune communication (exclusion),0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01159,"Toutes les vérifications et les évaluations effectuées entre le 1er janvier 2008 et le 1er décembre 2012 sur les affaires financières, les conditions de vie et la prestation de services pour la Première Nation de Buffalo Point.",Communication partielle,4,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01159,"Toutes les vérifications et les évaluations effectuées entre le 1er janvier 2008 et le 1er décembre 2012 sur les affaires financières, les conditions de vie et la prestation de services pour la Première Nation de Buffalo Point.",Communication partielle,4,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01162,Tout document se rapportant à la réponse aux besoins en matière de logement dans les réserves de la Première Nation de Buffalo Point.,Communication partielle,26,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01162,Tout document se rapportant à la réponse aux besoins en matière de logement dans les réserves de la Première Nation de Buffalo Point.,Communication partielle,26,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01166,"Les feuilles de calcul électroniques utilisées pour créer les figures 1 à 5 dans le rapport publié intitulé Projets pilotes du programme Aliments-poste – Réussites et défis, ainsi que les données trimestrielles fournies par Postes Canada sur le volume des expéditions prioritaires d’aliments périssables dans les collectivités participant aux projets pilotes entre janvier 2009 et mars 2011.",Communication partielle,12,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01166,"Les feuilles de calcul électroniques utilisées pour créer les figures 1 à 5 dans le rapport publié intitulé Projets pilotes du programme Aliments-poste – Réussites et défis, ainsi que les données trimestrielles fournies par Postes Canada sur le volume des expéditions prioritaires d’aliments périssables dans les collectivités participant aux projets pilotes entre janvier 2009 et mars 2011.",Communication partielle,12,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01224,"Rapports, lignes directrices et notes d’information datant de 2012 sur la gestion des crises ou des situations d’urgence dans les réserves. 

 Une liste ou un résumé des crises ou des situations d’urgence antérieures qui ont été résolues, pour les années 2000 à 2012. 
 Un résumé de tous les rapports sur les crises ou les situations d’urgence pour l’année 2012.",Communication totale,179,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01224,"Rapports, lignes directrices et notes d’information datant de 2012 sur la gestion des crises ou des situations d’urgence dans les réserves.   Une liste ou un résumé des crises ou des situations d’urgence antérieures qui ont été résolues, pour les années 2000 à 2012.  Un résumé de tous les rapports sur les crises ou les situations d’urgence pour l’année 2012.",Communication totale,179,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01232,"Tous les documents sur l’érosion dans la réserve indienne 70 en Abitibi, y compris les propositions pour contrôler l’érosion, par règlement ou autrement.",Communication partielle,11,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01232,"Tous les documents sur l’érosion dans la réserve indienne 70 en Abitibi, y compris les propositions pour contrôler l’érosion, par règlement ou autrement.",Communication partielle,11,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01233,"Tous les documents relatifs aux modifications des limites de la réserve indienne 70 en Abitibi, dont l’échange de terres en lien avec les claims miniers.",Communication totale,55,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01233,"Tous les documents relatifs aux modifications des limites de la réserve indienne 70 en Abitibi, dont l’échange de terres en lien avec les claims miniers.",Communication totale,55,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01234,"Tous les documents sur la question de l’emplacement de la réserve indienne 70 en Abitibi, y compris sur la position générale quant au lac Abitibi et à la longueur des terres en bordure du lac.",Communication partielle,42,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01234,"Tous les documents sur la question de l’emplacement de la réserve indienne 70 en Abitibi, y compris sur la position générale quant au lac Abitibi et à la longueur des terres en bordure du lac.",Communication partielle,42,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01236,"Copie de tous les articles des accords intégrés dans le contrat relatif au service d’aqueduc et d’égouts de Split Lake, au Manitoba.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01236,"Copie de tous les articles des accords intégrés dans le contrat relatif au service d’aqueduc et d’égouts de Split Lake, au Manitoba.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01237,"Copie du chèque oblitéré au nom de SMS Equipment Inc., qui a été émis par la société en commandite Ininew pour l’achat de machinerie lourde pour le projet d’aqueduc et d’égouts de Split Lake.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01237,"Copie du chèque oblitéré au nom de SMS Equipment Inc., qui a été émis par la société en commandite Ininew pour l’achat de machinerie lourde pour le projet d’aqueduc et d’égouts de Split Lake.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01257,Dossier de consultation du projet de loi C 45.,Communication partielle,7,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01257,Dossier de consultation du projet de loi C 45.,Communication partielle,7,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01258,"Documents se rapportant au voyage de Terrance Nelson en Iran en octobre 2012, du 1er janvier 2012 jusqu’à présent.",Communication totale,2,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01258,"Documents se rapportant au voyage de Terrance Nelson en Iran en octobre 2012, du 1er janvier 2012 jusqu’à présent.",Communication totale,2,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01259,"Tous les produits livrables fournis à la date de réception de cette demande relative à l’avis d’appel d’offres Merx no 20-11-0169, Nutrition Nord Canada – Services de collecte et d’analyse de données liées au commerce de détail des aliments dans le Nord.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01259,"Tous les produits livrables fournis à la date de réception de cette demande relative à l’avis d’appel d’offres Merx no 20-11-0169, Nutrition Nord Canada – Services de collecte et d’analyse de données liées au commerce de détail des aliments dans le Nord.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01262,"Documents produits pour le comité interministériel mis sur pied pour surveiller les activités du programme Nutrition Nord Canada, et pour toutes les réunions du comité qui ont eu lieu du 21 décembre 2011 au 21 novembre 2012.",Communication totale,38,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01262,"Documents produits pour le comité interministériel mis sur pied pour surveiller les activités du programme Nutrition Nord Canada, et pour toutes les réunions du comité qui ont eu lieu du 21 décembre 2011 au 21 novembre 2012.",Communication totale,38,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01263,"Rapports financiers et tout document présentant les dépenses réelles pour 2011-2012 et pour les mois d’avril à octobre 2012, ainsi que les plus récentes prévisions de dépenses pour le reste de l’exercice financier 2012-2013, par objet de planification, par article ministériel, par catégorie, et par fournisseur, et ce, pour toutes les dépenses associées à la direction du programme Nutrition Nord Canada.",Communication totale,167,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01263,"Rapports financiers et tout document présentant les dépenses réelles pour 2011-2012 et pour les mois d’avril à octobre 2012, ainsi que les plus récentes prévisions de dépenses pour le reste de l’exercice financier 2012-2013, par objet de planification, par article ministériel, par catégorie, et par fournisseur, et ce, pour toutes les dépenses associées à la direction du programme Nutrition Nord Canada.",Communication totale,167,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01264,"Les feuilles de calcul électroniques indiquant le coût des aliments périssables et non périssables du Panier de provisions nordique révisé pour une famille de quatre, pour toutes les collectivités pour lesquelles le coût total de ce panier a été publié dans le site Web du programme Nutrition Nord Canada entre mars 2011 et mars 2012.",Communication totale,748,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01264,"Les feuilles de calcul électroniques indiquant le coût des aliments périssables et non périssables du Panier de provisions nordique révisé pour une famille de quatre, pour toutes les collectivités pour lesquelles le coût total de ce panier a été publié dans le site Web du programme Nutrition Nord Canada entre mars 2011 et mars 2012.",Communication totale,748,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01273,Liste des notes d’information préparées pour le ministre du 1er septembre au 11 décembre 2012.,Communication partielle,35,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01273,Liste des notes d’information préparées pour le ministre du 1er septembre au 11 décembre 2012.,Communication partielle,35,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01300,"Les états financiers se rapportant au fonds en fiducie pour les personnes réinstallées en Extrême-Arctique, du 1er décembre 2009 à aujourd’hui.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01300,"Les états financiers se rapportant au fonds en fiducie pour les personnes réinstallées en Extrême-Arctique, du 1er décembre 2009 à aujourd’hui.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01305,"Tous les documents, à l’exception des courriels, en lien avec les « femmes » et la « violence sexuelle » du 1er janvier 2012 à aujourd’hui.",Communication partielle,88,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01305,"Tous les documents, à l’exception des courriels, en lien avec les « femmes » et la « violence sexuelle » du 1er janvier 2012 à aujourd’hui.",Communication partielle,88,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01306,"Frais de négociations, budgets et calculs visant à mettre en place les accords de transfert financier et les ententes d’autonomie gouvernementale pour les Premières Nations du Yukon de 2000 à 2012.",Communication totale,39,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01306,"Frais de négociations, budgets et calculs visant à mettre en place les accords de transfert financier et les ententes d’autonomie gouvernementale pour les Premières Nations du Yukon de 2000 à 2012.",Communication totale,39,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01309,"De 2006 à 2008, les coûts associés au transfert des services et des programmes fédéraux au gouvernement du Yukon, et les calculs effectués pour évaluer ces services et programmes transférés. 

 Les estimations actuelles de coûts ou de dépenses pour 2011-2012 et 2012-2013 se rapportant aux services et aux programmes d’Affaires autochtones et Développement du Nord Canada qui sont fournis dans le Nord, plus particulièrement au Yukon.",Communication partielle,82,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01309,"De 2006 à 2008, les coûts associés au transfert des services et des programmes fédéraux au gouvernement du Yukon, et les calculs effectués pour évaluer ces services et programmes transférés.   Les estimations actuelles de coûts ou de dépenses pour 2011-2012 et 2012-2013 se rapportant aux services et aux programmes d’Affaires autochtones et Développement du Nord Canada qui sont fournis dans le Nord, plus particulièrement au Yukon.",Communication partielle,82,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01311,"Rapport en date du 1er septembre 1995, intitulé Final Report on Groundwater Supply Assessment TsaTsu Shores Project, rédigé par Golder Associates.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01311,"Rapport en date du 1er septembre 1995, intitulé Final Report on Groundwater Supply Assessment TsaTsu Shores Project, rédigé par Golder Associates.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01323,"« Relevés trimestriels » du Pensionnat indien d’Ermineskin, Organisme indien d’Hobemma, de 1920 à 1930, qui indiquent les noms des élèves ayant fréquenté le pensionnat et le programme de jour au cours de ces années.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01323,"« Relevés trimestriels » du Pensionnat indien d’Ermineskin, Organisme indien d’Hobemma, de 1920 à 1930, qui indiquent les noms des élèves ayant fréquenté le pensionnat et le programme de jour au cours de ces années.",Aucun document à cet effet,0,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01340,Toutes les nominations d’employés pour une période déterminée et d’employés occasionnels dans la région de la capitale nationale aux termes de la Loi sur l’emploi dans la fonction publique en décembre 2012.,Communication totale,1,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01340,Toutes les nominations d’employés pour une période déterminée et d’employés occasionnels dans la région de la capitale nationale aux termes de la Loi sur l’emploi dans la fonction publique en décembre 2012.,Communication totale,1,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01341,"Tous les marchés/commandes subséquents traités par AADNC dans la région de la capitale nationale, en vertu d’une offre à commandes ou d’un arrangement en matière d’approvisionnement visant des services d’aide temporaire durant le mois de décembre 2012.",Communication totale,34,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01341,"Tous les marchés/commandes subséquents traités par AADNC dans la région de la capitale nationale, en vertu d’une offre à commandes ou d’un arrangement en matière d’approvisionnement visant des services d’aide temporaire durant le mois de décembre 2012.",Communication totale,34,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01351,"Documents indiquant si la haute direction d’AADNC dispose d’un programme d’incitatifs financiers intitulé « Gestion par objectifs » qui permet la mise en place d’incitatifs financiers afin d’atteindre des cibles ou des objectifs annuels ou trimestriels particuliers. 

 Documents indiquant si ces objectifs permettent d’octroyer des incitatifs financiers aux fonctionnaires d’AADNC pour réduire à leur discrétion les montants alloués à certains budgets des Premières Nations ou à des programmes pour les Indiens.",Communication totale,87,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01351,Documents indiquant si la haute direction d’AADNC dispose d’un programme d’incitatifs financiers intitulé « Gestion par objectifs » qui permet la mise en place d’incitatifs financiers afin d’atteindre des cibles ou des objectifs annuels ou trimestriels particuliers.   Documents indiquant si ces objectifs permettent d’octroyer des incitatifs financiers aux fonctionnaires d’AADNC pour réduire à leur discrétion les montants alloués à certains budgets des Premières Nations ou à des programmes pour les Indiens.,Communication totale,87,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01355,"Copie de tout accord conclu entre la Première Nation de Shawanaga et le gouvernement de l’Ontario au sujet d’une route, peu importe la période. 

 Copie de tout document stratégique pertinent respecté par AADNC et qui porte sur les procédures d’approbation en vertu de la Loi canadienne sur l’évaluation environnementale lorsqu’une Première Nation refuse de participer à des consultations concernant les terres traditionnelles.",Communication totale,16,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01355,"Copie de tout accord conclu entre la Première Nation de Shawanaga et le gouvernement de l’Ontario au sujet d’une route, peu importe la période.   Copie de tout document stratégique pertinent respecté par AADNC et qui porte sur les procédures d’approbation en vertu de la Loi canadienne sur l’évaluation environnementale lorsqu’une Première Nation refuse de participer à des consultations concernant les terres traditionnelles.",Communication totale,16,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01364,"Copie du rapport sur les résultats officiels rédigé par des présidents d’élection et présenté à AADNC à la suite des élections au sein des bandes indiennes de la Première Nation de Key, qui ont eu lieu le 17 décembre 2012.",Communication partielle,12,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01364,"Copie du rapport sur les résultats officiels rédigé par des présidents d’élection et présenté à AADNC à la suite des élections au sein des bandes indiennes de la Première Nation de Key, qui ont eu lieu le 17 décembre 2012.",Communication partielle,12,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01379,Le coût final associé à la vérification de Deloitte sur les fonds alloués à la Première Nation d’Attawapiskat d’avril 2005 à novembre 2011.,Communication partielle,2,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01379,Le coût final associé à la vérification de Deloitte sur les fonds alloués à la Première Nation d’Attawapiskat d’avril 2005 à novembre 2011.,Communication partielle,2,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01391,"Documents sur le repérage et sur les rapports des activités dans les médias sociaux relatives au mouvement « Idle No More », envoyés par la Direction générale des communications et le sous-ministre adjoint ou échangés entre ces derniers, du 1er au 19 décembre.",Communication partielle,112,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01391,"Documents sur le repérage et sur les rapports des activités dans les médias sociaux relatives au mouvement « Idle No More », envoyés par la Direction générale des communications et le sous-ministre adjoint ou échangés entre ces derniers, du 1er au 19 décembre.",Communication partielle,112,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2013,1,A-2012-01400,Liste des notes d’information qui ont été préparées pour le sous-ministre ou le ministre du 12 décembre 2012 au 16 janvier 2013.,Communication partielle,17,duplicate with differences
Affaires autochtones et Développement du Nord Canada,2014,1,A-2012-01400,Liste des notes d’information qui ont été préparées pour le sous-ministre ou le ministre du 12 décembre 2012 au 16 janvier 2013.,Communication partielle,17,duplicate with differences
Administration de Pilotage du Pacifique,2013,5,A 2013 01,Plans de passage,Entièrement divulgué,60,no match found
Administration de Pilotage du Pacifique,2013,6,A 2013 02,Examen des postes de mouillage,Entièrement divulgué,29,no match found
Administration de Pilotage du Pacifique,2013,6,A 2013 03,Conduite sur la passerelle,Entièrement divulgué,1,no match found
Administration de Pilotage du Pacifique,2013,7,A 2013 04,Navigation des pétroliers sur la côte,Entièrement divulgué,16,no match found
Administration de Pilotage du Pacifique,2013,7,A 2013 05,Sommaire des rapports d'incidents,Entièrement divulgué,22,no match found
Administration de Pilotage du Pacifique,2013,8,A 2013 06,Navigation côtière des pétroliers,Entièrement divulgué,16,no match found
Administration de Pilotage du Pacifique,2013,10,A 2013 07,Demandes d'accès A-2013-01 à 04,Entièrement divulgué,106,no match found
Administration de Pilotage du Pacifique,2013,12,A 2013 08,Investigation des incidents,Entièrement divulgué,5,no match found
Administration portuaire de St. John,2013,2,A012,Toutes les ententes entre l’APSJ et le Harbour Walk Hospitality Group concernant : le terrain de la jetée 7,Toutes exemptées,0,no match found
Administration portuaire de St. John,2013,2,A013,Tous les documents et la correspondance liée au Lyubov Orlova entre le 1er janv. 2013 et le 4 fév. 2013,Communication totale,37,no match found
Administration portuaire de St. John,2013,11,A014,"Tous les renseignements concernant [     ] et Adventure Tours Inc., ainsi que les baux et les contrats commerciaux avec d’autres utilisateurs/exploitants portuaires.",Divulgué en partie,65,no match found
Agriculture et Agroalimentaire Canada,2011,11,A-2011-00035,Tous les documents et/ou les renseignements portant sur les prix du tabac vendu par ou à l'Office de commercialisation des producteurs du tabac jaune de l'Ontario ou par son intermédiaire du 1er janvier 1985 au 31 décembre 1995 et depuis le 1er janvier 1996.,Divulguer en partie,,non-integer Y/M/pages
Agriculture et Agroalimentaire Canada,2011,12,A-2011-00036,"Tous les documents ou renseignements relatifs à la contrebande, à l'exportation ou à l'expédition transfrontalière de produits du tabac ou de tabac en feuille au Canada pour les périodes du 1er janvier 1985 au 31 décembre 1995 et du 1er janvier 1996 à aujourd'hui (en date du 9 juin 2011).",Divulguer en partie,,non-integer Y/M/pages
Agriculture et Agroalimentaire Canada,2011,11,A-2011-00040,"Tous les documents et/ou les renseignements portant sur la vente de tabac par ou à l'Office de commercialisation ou par son intermédiaire.
 Ensemble des dossiers demandé pour les périodes suivantes :
 a) du 1er janvier 1985 au 31 décembre 1995; 
b) du 1er janvier 1996 au 10 juin 2011.",Divulguer en partie,,non-integer Y/M/pages
Agriculture et Agroalimentaire Canada,2011,12,A-2011-00044,Je demande une copie du calendrier des sous-ministres pour la période du 1er janvier 2008 au 8 juin 2011.,Divulguer en partie,,non-integer Y/M/pages
